tree	group	V1	V2	V3	V4	V5	V6
classic1_STATE_648830000	classic1	-24.2161551261486	2.26935208267608	-34.5904764987271	17.3500995999633	-26.9803298036677	-39.3697907440802
classic1_STATE_650500000	classic1	-30.5889152736415	14.6224679382843	11.0000945255586	-5.15066259027057	8.53219384907167	3.23887992865983
classic1_STATE_652170000	classic1	-27.9034738137084	6.93392475182418	-24.2280495665419	-14.4783042136499	6.5519573756332	8.23045513077339
classic1_STATE_653850000	classic1	-29.7427137732552	18.5427760930911	23.8507454172824	-9.64705845917568	10.9629681660703	16.7997780612574
classic1_STATE_655520000	classic1	-45.2914366711465	6.09009538704152	-32.2337027393152	5.98186405531703	10.6522929286894	-12.5168458164106
classic1_STATE_657190000	classic1	-39.8097902276546	5.49392637702256	-22.2585238709781	-7.37351804897083	15.1664269179156	-24.7940452124135
classic1_STATE_658860000	classic1	-39.6387946979704	17.5049023495081	-28.5639825948298	-6.68758157723825	14.8097533238343	-11.2323805882047
classic1_STATE_660540000	classic1	-42.6373495398359	-2.62679476650287	10.9579477431716	-9.7780085138449	-15.6302025432948	-43.9354840092354
classic1_STATE_662210000	classic1	-25.8264604235692	21.1101318155707	-18.5197316959743	-11.5918793736623	7.45224070441828	11.13662395591
classic1_STATE_663880000	classic1	-44.9284071586646	26.9257323247096	-0.961900439181687	29.3108806187243	-14.0623044435355	11.5649256085822
classic1_STATE_665550000	classic1	-41.6697212399283	24.4657579668394	7.10392541388545	6.45523031266411	11.6017707717613	-19.3190141547069
classic1_STATE_667220000	classic1	-38.5786222935466	33.0142884047235	-1.39851601525303	-4.99628376318738	2.67663424512317	-2.36551933424612
classic1_STATE_668900000	classic1	-42.7412228270995	-20.8494718302747	-14.8077149200701	20.6029869423207	-7.00534972296639	17.9272326487477
classic1_STATE_670570000	classic1	-41.4436257011594	5.32921292182634	-19.4701172258699	-13.9339656837381	-7.708079560222	-49.2671031206957
classic1_STATE_672240000	classic1	-35.6702415307354	25.4274045722271	-20.3803048401527	-15.5991638475783	-6.93509816266196	20.8635959246374
classic1_STATE_673910000	classic1	-36.7173829119776	20.2967840315138	-17.4139913662935	15.0067805209714	46.8918136312952	-21.8235347253968
classic1_STATE_675590000	classic1	-36.3193989124747	-15.1510702319318	-18.4513517932257	34.5694663415691	10.0545114241035	7.87186999865207
classic1_STATE_677260000	classic1	-37.0509297903258	28.8246337328922	-24.196863985618	0.159015715357228	29.4633567025266	-0.485876398358338
